review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV03838,O06195,C01063,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03839,O05400,C00179,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03840,O01223,C01302,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03841,O00040,C01283,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03842,O04734,C00759,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03843,O01688,C00132,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV03844,O06931,C01658,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV03845,O04807,C01667,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03846,O05069,C01117,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03847,O07771,C01334,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03848,O03900,C00440,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03849,O09441,C01130,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03850,O02639,C00864,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03851,O07358,C01414,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03852,O01025,C01472,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03853,O07545,C00856,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03854,O05587,C01927,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03855,O09417,C01898,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03856,O07188,C01342,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03857,O07236,C01225,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV03858,O04245,C00058,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03859,O04513,C01018,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV03860,O09277,C01461,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03861,O07406,C00359,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03862,O05316,C01696,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03863,O03944,C00623,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03864,O03039,C00192,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03865,O06249,C01131,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03866,O02271,C00681,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03867,O00973,C01488,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03868,O09605,C00803,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03869,O03844,C01654,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03870,O05381,C00192,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03871,O06965,C00875,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03872,O06357,C01443,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03873,O06648,C01155,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03874,O04297,C00446,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03875,O02887,C01489,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV03876,O08556,C00978,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03877,O01085,C01577,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03878,O02341,C00466,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03879,O01372,C01080,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03880,O05941,C01219,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03881,O06531,C00405,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03882,O02107,C00310,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03883,O06242,C01487,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03884,O03449,C00467,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV03885,O02328,C00044,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03886,O04532,C01841,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03887,O09223,C01461,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03888,O00238,C00303,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03889,O07220,C01561,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV03890,O05268,C00726,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03891,O05340,C01662,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03892,O01317,C01750,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03893,O08442,C01764,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03894,O03348,C00670,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03895,O03294,C00856,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03896,O07909,C01100,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03897,O05158,C01664,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03898,O04027,C00144,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03899,O00970,C01021,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03900,O00814,C00899,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03901,O02922,C01411,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03902,O05801,C00904,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV03903,O06949,C00524,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03904,O00415,C01336,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV03905,O00507,C01349,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03906,O00675,C01822,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03907,O04387,C01604,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV03908,O04093,C00601,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV03909,O08018,C00213,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03910,O07721,C01136,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03911,O08246,C01397,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03912,O06194,C00495,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03913,O08618,C00289,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03914,O09227,C01644,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03915,O00838,C01283,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03916,O05239,C00704,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03917,O06520,C01885,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03918,O03246,C00429,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03919,O07324,C00407,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03920,O07565,C00348,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03921,O09201,C01001,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03922,O07698,C01840,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03923,O06030,C00273,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03924,O06339,C00608,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03925,O06244,C00915,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03926,O09295,C00665,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03927,O01214,C01776,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03928,O02843,C00522,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03929,O00916,C01711,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03930,O01439,C00335,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03931,O04009,C00827,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03932,O01131,C01444,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV03933,O03226,C00864,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03934,O09744,C01195,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03935,O05921,C01799,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03936,O04756,C01771,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03937,O01026,C01982,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03938,O08293,C01434,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03939,O07111,C01804,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03940,O04992,C01352,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03941,O09273,C00819,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03942,O02053,C00839,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03943,O02202,C01158,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03944,O00343,C00071,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03945,O05286,C00987,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03946,O08203,C01911,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03947,O02808,C00890,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03948,O07272,C01143,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03949,O07786,C00684,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03950,O06029,C00527,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV03951,O05306,C00561,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03952,O06817,C00787,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV03953,O01217,C01615,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV03954,O02364,C00390,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03955,O09176,C01586,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03956,O03536,C01802,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03957,O03908,C01420,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03958,O07078,C01491,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03959,O04346,C01857,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03960,O03997,C00217,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03961,O06228,C01617,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV03962,O05798,C00567,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV03963,O09484,C00647,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV03964,O03217,C01483,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03965,O05005,C00848,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03966,O01908,C01827,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03967,O06148,C00692,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03968,O09574,C00773,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV03969,O03218,C00744,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV03970,O02389,C00974,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03971,O01110,C00210,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03972,O03700,C01055,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03973,O02753,C00728,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV03974,O03401,C01146,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03975,O04952,C01972,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV03976,O02926,C00830,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03977,O01589,C01672,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03978,O03138,C01827,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV03979,O07435,C00553,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03980,O05992,C00664,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03981,O00414,C01157,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03982,O09367,C00264,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV03983,O03040,C01965,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV03984,O06008,C00260,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV03985,O05013,C00239,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV03986,O06498,C00085,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03987,O03261,C00899,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03988,O09623,C00278,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03989,O01323,C00141,4,Really good experience overall.,Positive,really good experience overall,Positive
RV03990,O02403,C01725,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03991,O05981,C01417,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03992,O01676,C01044,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03993,O08314,C00424,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03994,O08924,C00178,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV03995,O08047,C01252,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV03996,O08100,C00066,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV03997,O04585,C00178,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV03998,O07033,C01638,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV03999,O01707,C00271,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV04000,O09162,C01378,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04001,O04777,C00605,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04002,O09235,C01049,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04003,O07902,C01239,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04004,O01401,C00528,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04005,O01394,C01704,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04006,O07019,C00685,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04007,O08588,C00294,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04008,O06978,C00303,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04009,O05269,C00943,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04010,O00828,C01125,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04011,O06273,C01885,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04012,O00538,C01840,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04013,O06444,C01702,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04014,O03199,C01733,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04015,O02626,C01623,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04016,O06420,C01842,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV04017,O02934,C01763,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04018,O00809,C01455,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04019,O06075,C01943,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04020,O02582,C01877,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV04021,O04035,C00765,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV04022,O07944,C01839,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04023,O07960,C01013,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04024,O04391,C00270,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04025,O09607,C00431,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV04026,O03184,C01775,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04027,O05187,C01883,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04028,O01246,C01397,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04029,O06537,C00026,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04030,O01611,C00794,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04031,O05295,C00870,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04032,O00622,C01228,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04033,O09406,C00430,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04034,O08174,C01856,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04035,O07722,C00696,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04036,O04333,C00324,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV04037,O00300,C00806,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04038,O01357,C01612,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04039,O07919,C00264,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV04040,O06524,C00984,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04041,O02996,C00987,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04042,O01629,C01887,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04043,O03641,C01452,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04044,O04506,C00999,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV04045,O01311,C00158,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV04046,O05352,C00470,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV04047,O03959,C01291,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04048,O00243,C01309,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04049,O03551,C01860,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04050,O08674,C01826,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04051,O06944,C01248,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04052,O09249,C01106,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04053,O01300,C00288,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04054,O06007,C01772,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04055,O07650,C01918,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04056,O01496,C01701,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04057,O00248,C00221,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04058,O02425,C01548,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04059,O09144,C00694,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04060,O00379,C00703,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04061,O06285,C01020,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04062,O05659,C01316,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04063,O00347,C01360,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04064,O05529,C00194,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV04065,O08089,C00195,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04066,O05776,C01744,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04067,O05952,C00366,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04068,O08651,C01557,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV04069,O04886,C00868,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04070,O08794,C00642,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04071,O08809,C00621,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04072,O05433,C01669,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04073,O09300,C00160,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04074,O03609,C01406,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04075,O09952,C00115,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04076,O06709,C00608,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04077,O00398,C01905,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04078,O00780,C01924,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV04079,O08429,C01348,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04080,O01045,C01759,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04081,O04466,C00893,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04082,O02929,C01093,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04083,O06250,C00039,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04084,O02112,C01291,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04085,O08417,C01943,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04086,O07040,C00676,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04087,O09982,C00340,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04088,O05703,C01688,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04089,O07668,C00581,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04090,O00369,C01540,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04091,O03274,C00294,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04092,O03504,C00490,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04093,O06344,C00609,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04094,O08359,C01350,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04095,O00362,C01238,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04096,O08274,C00073,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04097,O04681,C00269,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04098,O06485,C00542,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04099,O03688,C00008,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04100,O06071,C01559,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04101,O08260,C00589,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV04102,O05150,C01039,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04103,O02949,C01230,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04104,O05746,C01768,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV04105,O04586,C00639,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04106,O07436,C00633,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV04107,O06915,C00897,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04108,O04407,C00117,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04109,O06527,C00759,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04110,O02826,C00249,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04111,O00060,C00882,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04112,O03120,C01162,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04113,O07323,C01322,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04114,O05101,C00308,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04115,O08908,C01681,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04116,O08815,C00648,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04117,O01935,C01842,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04118,O06141,C00147,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04119,O06919,C00623,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04120,O05902,C00473,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV04121,O06580,C01837,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04122,O06706,C00770,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04123,O07943,C01481,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04124,O08142,C00895,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV04125,O08988,C01417,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04126,O02489,C00069,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV04127,O05532,C01568,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04128,O03238,C00017,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
